id,domain_code,domain,name,definition,source_basis,registry_status,maturity,source_keys,notes
AXM-21-SECURITY-INTEGRITY-A-017-digest,21-security-integrity,Security identity authorization privacy and integrity,digest,"Smallest independently addressable digest unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-018-signature,21-security-integrity,Security identity authorization privacy and integrity,signature,"Smallest independently addressable signature unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-019-certificate-field,21-security-integrity,Security identity authorization privacy and integrity,certificate field,"Smallest independently addressable certificate field unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-020-token-expiry,21-security-integrity,Security identity authorization privacy and integrity,token expiry,"Smallest independently addressable token expiry unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-021-token-issue-time,21-security-integrity,Security identity authorization privacy and integrity,token issue time,"Smallest independently addressable token issue time unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-022-authentication-method,21-security-integrity,Security identity authorization privacy and integrity,authentication method,"Smallest independently addressable authentication method unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-023-secret-reference,21-security-integrity,Security identity authorization privacy and integrity,secret reference,"Smallest independently addressable secret reference unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-024-vulnerability-identifier,21-security-integrity,Security identity authorization privacy and integrity,vulnerability identifier,"Smallest independently addressable vulnerability identifier unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-025-weakness-identifier,21-security-integrity,Security identity authorization privacy and integrity,weakness identifier,"Smallest independently addressable weakness identifier unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-026-severity-score,21-security-integrity,Security identity authorization privacy and integrity,severity score,"Smallest independently addressable severity score unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-027-trust-level,21-security-integrity,Security identity authorization privacy and integrity,trust level,"Smallest independently addressable trust level unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-028-integrity-status,21-security-integrity,Security identity authorization privacy and integrity,integrity status,"Smallest independently addressable integrity status unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-029-rollback-pointer,21-security-integrity,Security identity authorization privacy and integrity,rollback pointer,"Smallest independently addressable rollback pointer unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-030-consent-flag,21-security-integrity,Security identity authorization privacy and integrity,consent flag,"Smallest independently addressable consent flag unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-031-privacy-label,21-security-integrity,Security identity authorization privacy and integrity,privacy label,"Smallest independently addressable privacy label unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-032-session-identifier,21-security-integrity,Security identity authorization privacy and integrity,session identifier,"Smallest independently addressable session identifier unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-033-revocation-state,21-security-integrity,Security identity authorization privacy and integrity,revocation state,"Smallest independently addressable revocation state unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-034-security-event,21-security-integrity,Security identity authorization privacy and integrity,security event,"Smallest independently addressable security event unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-035-sandbox-boundary,21-security-integrity,Security identity authorization privacy and integrity,sandbox boundary,"Smallest independently addressable sandbox boundary unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-036-authority-limit,21-security-integrity,Security identity authorization privacy and integrity,authority limit,"Smallest independently addressable authority limit unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-22-CAD-FABRICATION-A-001-sketch-point,22-cad-fabrication,CAD fabrication electronics and building information models,sketch point,"Smallest independently addressable sketch point unit in cad fabrication electronics and building information models, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENSCAD;SRC-KICAD;SRC-IFC;SRC-USDPHYS,
AXM-22-CAD-FABRICATION-A-002-sketch-line,22-cad-fabrication,CAD fabrication electronics and building information models,sketch line,"Smallest independently addressable sketch line unit in cad fabrication electronics and building information models, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENSCAD;SRC-KICAD;SRC-IFC;SRC-USDPHYS,
AXM-22-CAD-FABRICATION-A-003-sketch-arc,22-cad-fabrication,CAD fabrication electronics and building information models,sketch arc,"Smallest independently addressable sketch arc unit in cad fabrication electronics and building information models, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENSCAD;SRC-KICAD;SRC-IFC;SRC-USDPHYS,
AXM-22-CAD-FABRICATION-A-004-spline-point,22-cad-fabrication,CAD fabrication electronics and building information models,spline point,"Smallest independently addressable spline point unit in cad fabrication electronics and building information models, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENSCAD;SRC-KICAD;SRC-IFC;SRC-USDPHYS,
AXM-22-CAD-FABRICATION-A-005-construction-line,22-cad-fabrication,CAD fabrication electronics and building information models,construction line,"Smallest independently addressable construction line unit in cad fabrication electronics and building information models, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENSCAD;SRC-KICAD;SRC-IFC;SRC-USDPHYS,
AXM-22-CAD-FABRICATION-A-006-reference-plane,22-cad-fabrication,CAD fabrication electronics and building information models,reference plane,"Smallest independently addressable reference plane unit in cad fabrication electronics and building information models, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENSCAD;SRC-KICAD;SRC-IFC;SRC-USDPHYS,
AXM-22-CAD-FABRICATION-A-007-reference-axis,22-cad-fabrication,CAD fabrication electronics and building information models,reference axis,"Smallest independently addressable reference axis unit in cad fabrication electronics and building information models, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-OPENSCAD;SRC-KICAD;SRC-IFC;SRC-USDPHYS,
