id,level,domain_code,domain,name,definition,source_keys,source_basis,registry_status,maturity,extension_allowed,notes
AXM-20-TESTING-OBSERVABILITY-A-036-throughput-value,atom,20-testing-observability,Testing verification benchmarking observability and incidents,throughput value,"Smallest independently addressable throughput value unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-001-test-case,component,20-testing-observability,Testing verification benchmarking observability and incidents,test case,"Reusable test case assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-002-test-suite,component,20-testing-observability,Testing verification benchmarking observability and incidents,test suite,"Reusable test suite assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-003-fixture,component,20-testing-observability,Testing verification benchmarking observability and incidents,fixture,"Reusable fixture assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-004-mock,component,20-testing-observability,Testing verification benchmarking observability and incidents,mock,"Reusable mock assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-005-stub,component,20-testing-observability,Testing verification benchmarking observability and incidents,stub,"Reusable stub assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-006-golden-file,component,20-testing-observability,Testing verification benchmarking observability and incidents,golden file,"Reusable golden file assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-007-property-test,component,20-testing-observability,Testing verification benchmarking observability and incidents,property test,"Reusable property test assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-008-fuzz-corpus,component,20-testing-observability,Testing verification benchmarking observability and incidents,fuzz corpus,"Reusable fuzz corpus assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-009-regression-test,component,20-testing-observability,Testing verification benchmarking observability and incidents,regression test,"Reusable regression test assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-010-integration-test,component,20-testing-observability,Testing verification benchmarking observability and incidents,integration test,"Reusable integration test assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-011-end-to-end-test,component,20-testing-observability,Testing verification benchmarking observability and incidents,end-to-end test,"Reusable end-to-end test assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-012-benchmark,component,20-testing-observability,Testing verification benchmarking observability and incidents,benchmark,"Reusable benchmark assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-013-coverage-report,component,20-testing-observability,Testing verification benchmarking observability and incidents,coverage report,"Reusable coverage report assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-014-mutation-report,component,20-testing-observability,Testing verification benchmarking observability and incidents,mutation report,"Reusable mutation report assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-015-validation-report,component,20-testing-observability,Testing verification benchmarking observability and incidents,validation report,"Reusable validation report assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-016-log-record,component,20-testing-observability,Testing verification benchmarking observability and incidents,log record,"Reusable log record assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-017-trace,component,20-testing-observability,Testing verification benchmarking observability and incidents,trace,"Reusable trace assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-018-span,component,20-testing-observability,Testing verification benchmarking observability and incidents,span,"Reusable span assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-019-metric-stream,component,20-testing-observability,Testing verification benchmarking observability and incidents,metric stream,"Reusable metric stream assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-020-profile,component,20-testing-observability,Testing verification benchmarking observability and incidents,profile,"Reusable profile assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-021-dashboard,component,20-testing-observability,Testing verification benchmarking observability and incidents,dashboard,"Reusable dashboard assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-022-alert-rule,component,20-testing-observability,Testing verification benchmarking observability and incidents,alert rule,"Reusable alert rule assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-023-incident-record,component,20-testing-observability,Testing verification benchmarking observability and incidents,incident record,"Reusable incident record assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-024-evidence-packet,component,20-testing-observability,Testing verification benchmarking observability and incidents,evidence packet,"Reusable evidence packet assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-025-failure-reproduction,component,20-testing-observability,Testing verification benchmarking observability and incidents,failure reproduction,"Reusable failure reproduction assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-026-performance-profile,component,20-testing-observability,Testing verification benchmarking observability and incidents,performance profile,"Reusable performance profile assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-027-conformance-suite,component,20-testing-observability,Testing verification benchmarking observability and incidents,conformance suite,"Reusable conformance suite assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-028-acceptance-criterion,component,20-testing-observability,Testing verification benchmarking observability and incidents,acceptance criterion,"Reusable acceptance criterion assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-C-029-test-matrix,component,20-testing-observability,Testing verification benchmarking observability and incidents,test matrix,"Reusable test matrix assembly in testing verification benchmarking observability and incidents, with a bounded role and an interface that can be tested independently.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-O-001-test-runner,organ,20-testing-observability,Testing verification benchmarking observability and incidents,test runner,"Functional subsystem for test runner in testing verification benchmarking observability and incidents; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-O-002-assertion-engine,organ,20-testing-observability,Testing verification benchmarking observability and incidents,assertion engine,"Functional subsystem for assertion engine in testing verification benchmarking observability and incidents; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
